title,url,time_published,authors,summary,banner_image,source,category_within_source,source_domain,topics,overall_sentiment_score,overall_sentiment_label,ticker,ticker_sentiment_score,ticker_relevance_score
Meta Platforms  ( META )  Brings AI in Audio Space With VoiceBox,https://www.zacks.com/stock/news/2110167/meta-platforms-meta-brings-ai-in-audio-space-with-voicebox,20230619T144000,['Zacks Investment Research'],"Meta Platforms (META) launches VoiceBox, a generative AI model that helps users perform speech-generation tasks such as audio editing, sampling and styling.",https://staticx-tuner.zacks.com/images/articles/main/cc/12495.jpg,Zacks Commentary,n/a,www.zacks.com,"[{'topic': 'Earnings', 'relevance_score': '0.158519'}, {'topic': 'Technology', 'relevance_score': '0.5'}, {'topic': 'Manufacturing', 'relevance_score': '0.5'}]",0.344316,Somewhat-Bullish,NVDA,0.264217,0.204072
Meta Platforms  ( META )  Brings AI in Audio Space With VoiceBox,https://www.zacks.com/stock/news/2110167/meta-platforms-meta-brings-ai-in-audio-space-with-voicebox,20230619T144000,['Zacks Investment Research'],"Meta Platforms (META) launches VoiceBox, a generative AI model that helps users perform speech-generation tasks such as audio editing, sampling and styling.",https://staticx-tuner.zacks.com/images/articles/main/cc/12495.jpg,Zacks Commentary,n/a,www.zacks.com,"[{'topic': 'Earnings', 'relevance_score': '0.158519'}, {'topic': 'Technology', 'relevance_score': '0.5'}, {'topic': 'Manufacturing', 'relevance_score': '0.5'}]",0.344316,Somewhat-Bullish,AAPL,0.379841,0.333557
Meta Platforms  ( META )  Brings AI in Audio Space With VoiceBox,https://www.zacks.com/stock/news/2110167/meta-platforms-meta-brings-ai-in-audio-space-with-voicebox,20230619T144000,['Zacks Investment Research'],"Meta Platforms (META) launches VoiceBox, a generative AI model that helps users perform speech-generation tasks such as audio editing, sampling and styling.",https://staticx-tuner.zacks.com/images/articles/main/cc/12495.jpg,Zacks Commentary,n/a,www.zacks.com,"[{'topic': 'Earnings', 'relevance_score': '0.158519'}, {'topic': 'Technology', 'relevance_score': '0.5'}, {'topic': 'Manufacturing', 'relevance_score': '0.5'}]",0.344316,Somewhat-Bullish,WLDS,0.168951,0.068698
Water risks are coming to bite investors,https://www.moneycontrol.com/news/opinion/water-risks-are-coming-to-bite-investors-10820141.html,20230619T104437,[],An increased scarcity of H2O poses dangers for all manner of businesses ...,https://images.moneycontrol.com/static-mcnews/2023/06/Paris-Air-Show-1.png?impolicy=website&width=168&height=118,Money Control,Economy,www.moneycontrol.com,"[{'topic': 'Financial Markets', 'relevance_score': '0.108179'}, {'topic': 'Manufacturing', 'relevance_score': '0.333333'}, {'topic': 'Earnings', 'relevance_score': '0.360215'}, {'topic': 'Technology', 'relevance_score': '0.333333'}, {'topic': 'Finance', 'relevance_score': '0.333333'}]",-0.055275,Neutral,GOOG,0.016808,0.045139
Water risks are coming to bite investors,https://www.moneycontrol.com/news/opinion/water-risks-are-coming-to-bite-investors-10820141.html,20230619T104437,[],An increased scarcity of H2O poses dangers for all manner of businesses ...,https://images.moneycontrol.com/static-mcnews/2023/06/Paris-Air-Show-1.png?impolicy=website&width=168&height=118,Money Control,Economy,www.moneycontrol.com,"[{'topic': 'Financial Markets', 'relevance_score': '0.108179'}, {'topic': 'Manufacturing', 'relevance_score': '0.333333'}, {'topic': 'Earnings', 'relevance_score': '0.360215'}, {'topic': 'Technology', 'relevance_score': '0.333333'}, {'topic': 'Finance', 'relevance_score': '0.333333'}]",-0.055275,Neutral,META,0.017784,0.090134
Water risks are coming to bite investors,https://www.moneycontrol.com/news/opinion/water-risks-are-coming-to-bite-investors-10820141.html,20230619T104437,[],An increased scarcity of H2O poses dangers for all manner of businesses ...,https://images.moneycontrol.com/static-mcnews/2023/06/Paris-Air-Show-1.png?impolicy=website&width=168&height=118,Money Control,Economy,www.moneycontrol.com,"[{'topic': 'Financial Markets', 'relevance_score': '0.108179'}, {'topic': 'Manufacturing', 'relevance_score': '0.333333'}, {'topic': 'Earnings', 'relevance_score': '0.360215'}, {'topic': 'Technology', 'relevance_score': '0.333333'}, {'topic': 'Finance', 'relevance_score': '0.333333'}]",-0.055275,Neutral,AAPL,-0.16317,0.045139
Water risks are coming to bite investors,https://www.moneycontrol.com/news/opinion/water-risks-are-coming-to-bite-investors-10820141.html,20230619T104437,[],An increased scarcity of H2O poses dangers for all manner of businesses ...,https://images.moneycontrol.com/static-mcnews/2023/06/Paris-Air-Show-1.png?impolicy=website&width=168&height=118,Money Control,Economy,www.moneycontrol.com,"[{'topic': 'Financial Markets', 'relevance_score': '0.108179'}, {'topic': 'Manufacturing', 'relevance_score': '0.333333'}, {'topic': 'Earnings', 'relevance_score': '0.360215'}, {'topic': 'Technology', 'relevance_score': '0.333333'}, {'topic': 'Finance', 'relevance_score': '0.333333'}]",-0.055275,Neutral,TSLA,-0.16317,0.045139
Water risks are coming to bite investors,https://www.moneycontrol.com/news/opinion/water-risks-are-coming-to-bite-investors-10820141.html,20230619T104437,[],An increased scarcity of H2O poses dangers for all manner of businesses ...,https://images.moneycontrol.com/static-mcnews/2023/06/Paris-Air-Show-1.png?impolicy=website&width=168&height=118,Money Control,Economy,www.moneycontrol.com,"[{'topic': 'Financial Markets', 'relevance_score': '0.108179'}, {'topic': 'Manufacturing', 'relevance_score': '0.333333'}, {'topic': 'Earnings', 'relevance_score': '0.360215'}, {'topic': 'Technology', 'relevance_score': '0.333333'}, {'topic': 'Finance', 'relevance_score': '0.333333'}]",-0.055275,Neutral,DSSMY,0.048303,0.045139
Water risks are coming to bite investors,https://www.moneycontrol.com/news/opinion/water-risks-are-coming-to-bite-investors-10820141.html,20230619T104437,[],An increased scarcity of H2O poses dangers for all manner of businesses ...,https://images.moneycontrol.com/static-mcnews/2023/06/Paris-Air-Show-1.png?impolicy=website&width=168&height=118,Money Control,Economy,www.moneycontrol.com,"[{'topic': 'Financial Markets', 'relevance_score': '0.108179'}, {'topic': 'Manufacturing', 'relevance_score': '0.333333'}, {'topic': 'Earnings', 'relevance_score': '0.360215'}, {'topic': 'Technology', 'relevance_score': '0.333333'}, {'topic': 'Finance', 'relevance_score': '0.333333'}]",-0.055275,Neutral,FUNC,0.048303,0.045139
Water risks are coming to bite investors,https://www.moneycontrol.com/news/opinion/water-risks-are-coming-to-bite-investors-10820141.html,20230619T104437,[],An increased scarcity of H2O poses dangers for all manner of businesses ...,https://images.moneycontrol.com/static-mcnews/2023/06/Paris-Air-Show-1.png?impolicy=website&width=168&height=118,Money Control,Economy,www.moneycontrol.com,"[{'topic': 'Financial Markets', 'relevance_score': '0.108179'}, {'topic': 'Manufacturing', 'relevance_score': '0.333333'}, {'topic': 'Earnings', 'relevance_score': '0.360215'}, {'topic': 'Technology', 'relevance_score': '0.333333'}, {'topic': 'Finance', 'relevance_score': '0.333333'}]",-0.055275,Neutral,UBS,-0.090403,0.045139
Water risks are coming to bite investors,https://www.moneycontrol.com/news/opinion/water-risks-are-coming-to-bite-investors-10820141.html,20230619T104437,[],An increased scarcity of H2O poses dangers for all manner of businesses ...,https://images.moneycontrol.com/static-mcnews/2023/06/Paris-Air-Show-1.png?impolicy=website&width=168&height=118,Money Control,Economy,www.moneycontrol.com,"[{'topic': 'Financial Markets', 'relevance_score': '0.108179'}, {'topic': 'Manufacturing', 'relevance_score': '0.333333'}, {'topic': 'Earnings', 'relevance_score': '0.360215'}, {'topic': 'Technology', 'relevance_score': '0.333333'}, {'topic': 'Finance', 'relevance_score': '0.333333'}]",-0.055275,Neutral,DEO,0.028338,0.090134
Water risks are coming to bite investors,https://www.moneycontrol.com/news/opinion/water-risks-are-coming-to-bite-investors-10820141.html,20230619T104437,[],An increased scarcity of H2O poses dangers for all manner of businesses ...,https://images.moneycontrol.com/static-mcnews/2023/06/Paris-Air-Show-1.png?impolicy=website&width=168&height=118,Money Control,Economy,www.moneycontrol.com,"[{'topic': 'Financial Markets', 'relevance_score': '0.108179'}, {'topic': 'Manufacturing', 'relevance_score': '0.333333'}, {'topic': 'Earnings', 'relevance_score': '0.360215'}, {'topic': 'Technology', 'relevance_score': '0.333333'}, {'topic': 'Finance', 'relevance_score': '0.333333'}]",-0.055275,Neutral,RYDAF,-0.16317,0.045139
Mobile Value-added Services  ( VAS )  Market size is set to grow by USD 723.25 billion from 2022-2027; The rapid increase in smartphone penetration boosts the market- Technavio,https://www.prnewswire.com/news-releases/mobile-value-added-services-vas-market-size-is-set-to-grow-by-usd-723-25-billion-from-2022-2027-the-rapid-increase-in-smartphone-penetration-boosts-the-market--technavio-301853196.html,20230619T051500,['Technavio'],Mobile Value-added Services ( VAS ) Market size is set to grow by USD 723.25 billion from 2022-2027. The rapid ... PR ...,https://mma.prnewswire.com/media/2104058/Technavio_Logo_Logo.jpg?p=facebook,PR Newswire,n/a,www.prnewswire.com,"[{'topic': 'Economy - Monetary', 'relevance_score': '0.158519'}, {'topic': 'Financial Markets', 'relevance_score': '0.108179'}, {'topic': 'Earnings', 'relevance_score': '0.214378'}, {'topic': 'Technology', 'relevance_score': '1.0'}]",0.141531,Neutral,SSNLF,0.01915,0.075279
Mobile Value-added Services  ( VAS )  Market size is set to grow by USD 723.25 billion from 2022-2027; The rapid increase in smartphone penetration boosts the market- Technavio,https://www.prnewswire.com/news-releases/mobile-value-added-services-vas-market-size-is-set-to-grow-by-usd-723-25-billion-from-2022-2027-the-rapid-increase-in-smartphone-penetration-boosts-the-market--technavio-301853196.html,20230619T051500,['Technavio'],Mobile Value-added Services ( VAS ) Market size is set to grow by USD 723.25 billion from 2022-2027. The rapid ... PR ...,https://mma.prnewswire.com/media/2104058/Technavio_Logo_Logo.jpg?p=facebook,PR Newswire,n/a,www.prnewswire.com,"[{'topic': 'Economy - Monetary', 'relevance_score': '0.158519'}, {'topic': 'Financial Markets', 'relevance_score': '0.108179'}, {'topic': 'Earnings', 'relevance_score': '0.214378'}, {'topic': 'Technology', 'relevance_score': '1.0'}]",0.141531,Neutral,GOOG,0.024733,0.050227
Mobile Value-added Services  ( VAS )  Market size is set to grow by USD 723.25 billion from 2022-2027; The rapid increase in smartphone penetration boosts the market- Technavio,https://www.prnewswire.com/news-releases/mobile-value-added-services-vas-market-size-is-set-to-grow-by-usd-723-25-billion-from-2022-2027-the-rapid-increase-in-smartphone-penetration-boosts-the-market--technavio-301853196.html,20230619T051500,['Technavio'],Mobile Value-added Services ( VAS ) Market size is set to grow by USD 723.25 billion from 2022-2027. The rapid ... PR ...,https://mma.prnewswire.com/media/2104058/Technavio_Logo_Logo.jpg?p=facebook,PR Newswire,n/a,www.prnewswire.com,"[{'topic': 'Economy - Monetary', 'relevance_score': '0.158519'}, {'topic': 'Financial Markets', 'relevance_score': '0.108179'}, {'topic': 'Earnings', 'relevance_score': '0.214378'}, {'topic': 'Technology', 'relevance_score': '1.0'}]",0.141531,Neutral,AAPL,0.026715,0.025126
Mobile Value-added Services  ( VAS )  Market size is set to grow by USD 723.25 billion from 2022-2027; The rapid increase in smartphone penetration boosts the market- Technavio,https://www.prnewswire.com/news-releases/mobile-value-added-services-vas-market-size-is-set-to-grow-by-usd-723-25-billion-from-2022-2027-the-rapid-increase-in-smartphone-penetration-boosts-the-market--technavio-301853196.html,20230619T051500,['Technavio'],Mobile Value-added Services ( VAS ) Market size is set to grow by USD 723.25 billion from 2022-2027. The rapid ... PR ...,https://mma.prnewswire.com/media/2104058/Technavio_Logo_Logo.jpg?p=facebook,PR Newswire,n/a,www.prnewswire.com,"[{'topic': 'Economy - Monetary', 'relevance_score': '0.158519'}, {'topic': 'Financial Markets', 'relevance_score': '0.108179'}, {'topic': 'Earnings', 'relevance_score': '0.214378'}, {'topic': 'Technology', 'relevance_score': '1.0'}]",0.141531,Neutral,SNGNF,0.026705,0.012565
Mobile Value-added Services  ( VAS )  Market size is set to grow by USD 723.25 billion from 2022-2027; The rapid increase in smartphone penetration boosts the market- Technavio,https://www.prnewswire.com/news-releases/mobile-value-added-services-vas-market-size-is-set-to-grow-by-usd-723-25-billion-from-2022-2027-the-rapid-increase-in-smartphone-penetration-boosts-the-market--technavio-301853196.html,20230619T051500,['Technavio'],Mobile Value-added Services ( VAS ) Market size is set to grow by USD 723.25 billion from 2022-2027. The rapid ... PR ...,https://mma.prnewswire.com/media/2104058/Technavio_Logo_Logo.jpg?p=facebook,PR Newswire,n/a,www.prnewswire.com,"[{'topic': 'Economy - Monetary', 'relevance_score': '0.158519'}, {'topic': 'Financial Markets', 'relevance_score': '0.108179'}, {'topic': 'Earnings', 'relevance_score': '0.214378'}, {'topic': 'Technology', 'relevance_score': '1.0'}]",0.141531,Neutral,CSCO,0.022176,0.075279
Mobile Value-added Services  ( VAS )  Market size is set to grow by USD 723.25 billion from 2022-2027; The rapid increase in smartphone penetration boosts the market- Technavio,https://www.prnewswire.com/news-releases/mobile-value-added-services-vas-market-size-is-set-to-grow-by-usd-723-25-billion-from-2022-2027-the-rapid-increase-in-smartphone-penetration-boosts-the-market--technavio-301853196.html,20230619T051500,['Technavio'],Mobile Value-added Services ( VAS ) Market size is set to grow by USD 723.25 billion from 2022-2027. The rapid ... PR ...,https://mma.prnewswire.com/media/2104058/Technavio_Logo_Logo.jpg?p=facebook,PR Newswire,n/a,www.prnewswire.com,"[{'topic': 'Economy - Monetary', 'relevance_score': '0.158519'}, {'topic': 'Financial Markets', 'relevance_score': '0.108179'}, {'topic': 'Earnings', 'relevance_score': '0.214378'}, {'topic': 'Technology', 'relevance_score': '1.0'}]",0.141531,Neutral,IBM,0.022176,0.075279
Mobile Value-added Services  ( VAS )  Market size is set to grow by USD 723.25 billion from 2022-2027; The rapid increase in smartphone penetration boosts the market- Technavio,https://www.prnewswire.com/news-releases/mobile-value-added-services-vas-market-size-is-set-to-grow-by-usd-723-25-billion-from-2022-2027-the-rapid-increase-in-smartphone-penetration-boosts-the-market--technavio-301853196.html,20230619T051500,['Technavio'],Mobile Value-added Services ( VAS ) Market size is set to grow by USD 723.25 billion from 2022-2027. The rapid ... PR ...,https://mma.prnewswire.com/media/2104058/Technavio_Logo_Logo.jpg?p=facebook,PR Newswire,n/a,www.prnewswire.com,"[{'topic': 'Economy - Monetary', 'relevance_score': '0.158519'}, {'topic': 'Financial Markets', 'relevance_score': '0.108179'}, {'topic': 'Earnings', 'relevance_score': '0.214378'}, {'topic': 'Technology', 'relevance_score': '1.0'}]",0.141531,Neutral,INFY,0.024733,0.050227
Mobile Value-added Services  ( VAS )  Market size is set to grow by USD 723.25 billion from 2022-2027; The rapid increase in smartphone penetration boosts the market- Technavio,https://www.prnewswire.com/news-releases/mobile-value-added-services-vas-market-size-is-set-to-grow-by-usd-723-25-billion-from-2022-2027-the-rapid-increase-in-smartphone-penetration-boosts-the-market--technavio-301853196.html,20230619T051500,['Technavio'],Mobile Value-added Services ( VAS ) Market size is set to grow by USD 723.25 billion from 2022-2027. The rapid ... PR ...,https://mma.prnewswire.com/media/2104058/Technavio_Logo_Logo.jpg?p=facebook,PR Newswire,n/a,www.prnewswire.com,"[{'topic': 'Economy - Monetary', 'relevance_score': '0.158519'}, {'topic': 'Financial Markets', 'relevance_score': '0.108179'}, {'topic': 'Earnings', 'relevance_score': '0.214378'}, {'topic': 'Technology', 'relevance_score': '1.0'}]",0.141531,Neutral,VOD,0.024002,0.062761
Tech Investors: Pay Attention to Hype Cycles and Adoption Life Cycles,https://www.fool.com/investing/2023/06/17/tech-investors-pay-attention-to-hype-cycles-and-ad/,20230617T155000,"['and Mary Long', 'Motley Fool Staff', 'Tim Beyers', 'Tim White']","Does the tech solve a ""migraine-level"" problem, or does it just seem really cool?",https://g.foolcdn.com/image/?url=https%3A%2F%2Fg.foolcdn.com%2Feditorial%2Fimages%2F736278%2Fartificial-intelligence-ai-on-circuit-board.jpg&op=resize&h=340,Motley Fool,n/a,www.fool.com,"[{'topic': 'Economy - Monetary', 'relevance_score': '0.310843'}, {'topic': 'Financial Markets', 'relevance_score': '0.839681'}, {'topic': 'Technology', 'relevance_score': '1.0'}, {'topic': 'Blockchain', 'relevance_score': '0.158519'}]",0.12383,Neutral,BB,-0.03241,0.009387
Tech Investors: Pay Attention to Hype Cycles and Adoption Life Cycles,https://www.fool.com/investing/2023/06/17/tech-investors-pay-attention-to-hype-cycles-and-ad/,20230617T155000,"['and Mary Long', 'Motley Fool Staff', 'Tim Beyers', 'Tim White']","Does the tech solve a ""migraine-level"" problem, or does it just seem really cool?",https://g.foolcdn.com/image/?url=https%3A%2F%2Fg.foolcdn.com%2Feditorial%2Fimages%2F736278%2Fartificial-intelligence-ai-on-circuit-board.jpg&op=resize&h=340,Motley Fool,n/a,www.fool.com,"[{'topic': 'Economy - Monetary', 'relevance_score': '0.310843'}, {'topic': 'Financial Markets', 'relevance_score': '0.839681'}, {'topic': 'Technology', 'relevance_score': '1.0'}, {'topic': 'Blockchain', 'relevance_score': '0.158519'}]",0.12383,Neutral,SNEJF,0.101922,0.009387
Tech Investors: Pay Attention to Hype Cycles and Adoption Life Cycles,https://www.fool.com/investing/2023/06/17/tech-investors-pay-attention-to-hype-cycles-and-ad/,20230617T155000,"['and Mary Long', 'Motley Fool Staff', 'Tim Beyers', 'Tim White']","Does the tech solve a ""migraine-level"" problem, or does it just seem really cool?",https://g.foolcdn.com/image/?url=https%3A%2F%2Fg.foolcdn.com%2Feditorial%2Fimages%2F736278%2Fartificial-intelligence-ai-on-circuit-board.jpg&op=resize&h=340,Motley Fool,n/a,www.fool.com,"[{'topic': 'Economy - Monetary', 'relevance_score': '0.310843'}, {'topic': 'Financial Markets', 'relevance_score': '0.839681'}, {'topic': 'Technology', 'relevance_score': '1.0'}, {'topic': 'Blockchain', 'relevance_score': '0.158519'}]",0.12383,Neutral,GOOG,0.068529,0.009387
Tech Investors: Pay Attention to Hype Cycles and Adoption Life Cycles,https://www.fool.com/investing/2023/06/17/tech-investors-pay-attention-to-hype-cycles-and-ad/,20230617T155000,"['and Mary Long', 'Motley Fool Staff', 'Tim Beyers', 'Tim White']","Does the tech solve a ""migraine-level"" problem, or does it just seem really cool?",https://g.foolcdn.com/image/?url=https%3A%2F%2Fg.foolcdn.com%2Feditorial%2Fimages%2F736278%2Fartificial-intelligence-ai-on-circuit-board.jpg&op=resize&h=340,Motley Fool,n/a,www.fool.com,"[{'topic': 'Economy - Monetary', 'relevance_score': '0.310843'}, {'topic': 'Financial Markets', 'relevance_score': '0.839681'}, {'topic': 'Technology', 'relevance_score': '1.0'}, {'topic': 'Blockchain', 'relevance_score': '0.158519'}]",0.12383,Neutral,AAPL,0.082687,0.093653
